;Codigo;Descripcion_aperturas;Clasificador;Periodo;Indice_IPC;v_m_IPC;v_i_a_IPC;Region
10978;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;311,6034;2,3;46,5;Cuyo
10979;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;281,5362;1,9;37,7;Patagonia
11105;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;363,9111;1,6;59,2;Pampeana
11106;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;387,0561;0,9;70,3;Noreste
11107;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;381,4649;1,8;68,5;Noroeste
11108;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;359,523;0,6;61,5;Cuyo
11109;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;342,0415;1,2;55,4;Patagonia
11110;01.2.1;Café, té, yerba y cacao;Clase;202006;371,1863;1,4;47,6;Pampeana
11111;01.2.1;Café, té, yerba y cacao;Clase;202006;395,866;5,2;62,9;Noreste
11112;01.2.1;Café, té, yerba y cacao;Clase;202006;360,4148;3,3;48,7;Noroeste
11113;01.2.1;Café, té, yerba y cacao;Clase;202006;353,5315;2,1;41,8;Cuyo
11114;01.2.1;Café, té, yerba y cacao;Clase;202006;363,4937;0,2;43,3;Patagonia
11115;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;322,6618;0;44,9;Pampeana
11116;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;308,6351;1,6;35,3;Noreste
11117;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;309,8645;0,8;39,7;Noroeste
11118;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;327,0642;0,2;44;Cuyo
11119;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;335,1815;0,3;44,7;Patagonia
11146;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202006;290,3498;2;41,2;GBA
11174;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202006;338,7155;0,6;54,5;GBA
11175;01.2.1;Café, té, yerba y cacao;Clase;202006;346,4439;0,5;36,4;GBA
11176;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202006;296,6059;1,5;39,2;GBA
11235;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202007;303,5891;2,1;41,5;Pampeana
11236;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202007;302,4151;2,2;42,9;Noreste
11237;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202007;313,0796;1,9;41,7;Noroeste
11238;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202007;318,6631;2,3;41,6;Cuyo
11239;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202007;289,2235;2,7;36,9;Patagonia
11365;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202007;371,9753;2,2;58,7;Pampeana
11366;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202007;390,9198;1;68,8;Noreste
11367;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202007;388,7746;1,9;67,1;Noroeste
11368;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202007;369,6213;2,8;60,6;Cuyo
11369;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202007;349,274;2,1;53,9;Patagonia
11370;01.2.1;Café, té, yerba y cacao;Clase;202007;383,0117;3,2;48,7;Pampeana
11371;01.2.1;Café, té, yerba y cacao;Clase;202007;407,1779;2,9;64,4;Noreste
11372;01.2.1;Café, té, yerba y cacao;Clase;202007;371,3697;3;50,3;Noroeste
11373;01.2.1;Café, té, yerba y cacao;Clase;202007;363,9079;2,9;41,7;Cuyo
11374;01.2.1;Café, té, yerba y cacao;Clase;202007;377,06;3,7;43,5;Patagonia
11375;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202007;330,7045;2,5;44,9;Pampeana
11376;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202007;319,6786;3,6;39,5;Noreste
11377;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202007;317,6271;2,5;41,6;Noroeste
11378;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202007;332,2366;1,6;42,8;Cuyo
11379;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202007;338,8696;1,1;43,3;Patagonia
11406;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202007;295,1175;1,6;39,6;GBA
11434;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202007;342,1264;1;51,5;GBA
11435;01.2.1;Café, té, yerba y cacao;Clase;202007;358,0303;3,3;36,9;GBA
11436;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202007;302,2215;1,9;39,9;GBA
11495;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202008;310,8161;2,4;39,5;Pampeana
11496;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202008;307,1504;1,6;40,8;Noreste
11497;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202008;318,9338;1,9;38,7;Noroeste
11498;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202008;323,115;1,4;37,1;Cuyo
11499;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202008;294,4131;1,8;34,3;Patagonia
11585;11.1;Restaurantes y comidas fuera del hogar;Grupos;202008;310,8115;2,4;39,1;Pampeana
11586;11.1;Restaurantes y comidas fuera del hogar;Grupos;202008;307,0378;1,5;40,6;Noreste
11587;11.1;Restaurantes y comidas fuera del hogar;Grupos;202008;319,0621;1,9;38,4;Noroeste
11588;11.1;Restaurantes y comidas fuera del hogar;Grupos;202008;323,7733;1,3;36,6;Cuyo
11589;11.1;Restaurantes y comidas fuera del hogar;Grupos;202008;293,9155;1,8;33,8;Patagonia
11625;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202008;381,8798;2,7;54,7;Pampeana
11626;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202008;403,7216;3,3;66,8;Noreste
11627;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202008;398,7644;2,6;64;Noroeste
11628;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202008;376,8001;1,9;57,5;Cuyo
11629;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202008;364,353;4,3;55;Patagonia
11630;01.2.1;Café, té, yerba y cacao;Clase;202008;396,6571;3,6;50,2;Pampeana
11631;01.2.1;Café, té, yerba y cacao;Clase;202008;423,1851;3,9;63,8;Noreste
11632;01.2.1;Café, té, yerba y cacao;Clase;202008;380,8438;2,6;48,6;Noroeste
11633;01.2.1;Café, té, yerba y cacao;Clase;202008;373,4409;2,6;42,7;Cuyo
11634;01.2.1;Café, té, yerba y cacao;Clase;202008;387,769;2,8;44,6;Patagonia
11635;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202008;340,6059;3;42,1;Pampeana
11636;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202008;327,4315;2,4;35;Noreste
11637;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202008;330,1265;3,9;38,4;Noroeste
11638;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202008;345,0075;3,8;39,9;Cuyo
11639;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202008;350,2741;3,4;40,9;Patagonia
11666;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202008;299,703;1,6;37,4;GBA
11686;11.1;Restaurantes y comidas fuera del hogar;Grupos;202008;299,2676;1,5;36,8;GBA
11694;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202008;351,0123;2,6;47,8;GBA
11695;01.2.1;Café, té, yerba y cacao;Clase;202008;371,9349;3,9;38,9;GBA
11696;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202008;314,197;4;39,7;GBA
11755;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202009;319,0285;2,6;36,2;Pampeana
11756;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202009;316,9198;3,2;35,5;Noreste
11757;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202009;319,4196;0,2;31,7;Noroeste
11758;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202009;327,7968;1,4;32,4;Cuyo
11759;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202009;295,937;0,5;29,9;Patagonia
11845;11.1;Restaurantes y comidas fuera del hogar;Grupos;202009;318,9968;2,6;35,7;Pampeana
11846;11.1;Restaurantes y comidas fuera del hogar;Grupos;202009;316,7877;3,2;35,1;Noreste
11847;11.1;Restaurantes y comidas fuera del hogar;Grupos;202009;319,4061;0,1;31,4;Noroeste
11848;11.1;Restaurantes y comidas fuera del hogar;Grupos;202009;328,1415;1,3;31,6;Cuyo
11849;11.1;Restaurantes y comidas fuera del hogar;Grupos;202009;295,2548;0,5;29,3;Patagonia
11885;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202009;387,3055;1,4;47,8;Pampeana
11886;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202009;402,7787;-0,2;55,3;Noreste
11887;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202009;404,2715;1,4;55,7;Noroeste
11888;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202009;381,0661;1,1;51,7;Cuyo
11889;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202009;366,9514;0,7;48;Patagonia
11890;01.2.1;Café, té, yerba y cacao;Clase;202009;401,8377;1,3;47,5;Pampeana
11891;01.2.1;Café, té, yerba y cacao;Clase;202009;433,9058;2,5;62,9;Noreste
11892;01.2.1;Café, té, yerba y cacao;Clase;202009;386,7043;1,5;44,8;Noroeste
11893;01.2.1;Café, té, yerba y cacao;Clase;202009;371,9413;-0,4;37,1;Cuyo
11894;01.2.1;Café, té, yerba y cacao;Clase;202009;390,8951;0,8;41,7;Patagonia
11895;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202009;343,8229;0,9;34,7;Pampeana
11896;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202009;332,0087;1,4;27,5;Noreste
11897;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202009;333,2385;0,9;30;Noroeste
11898;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202009;349,5386;1,3;33,8;Cuyo
11899;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202009;356,9848;1,9;35,1;Patagonia
11926;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202009;303,5529;1,3;32,2;GBA
11946;11.1;Restaurantes y comidas fuera del hogar;Grupos;202009;302,8752;1,2;31,3;GBA
11954;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202009;355,6085;1,3;39,5;GBA
11955;01.2.1;Café, té, yerba y cacao;Clase;202009;370,7759;-0,3;35,7;GBA
11956;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202009;310,8161;-1,1;28,2;GBA
12015;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;330,4257;3,6;37,9;Pampeana
12016;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;322,2622;1,7;35,4;Noreste
12017;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;332,9111;4,2;33,6;Noroeste
12018;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;340,8066;4;34,1;Cuyo
12019;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;302,2583;2,1;28,1;Patagonia
12105;11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;330,3456;3,6;37,4;Pampeana
12106;11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;321,9718;1,6;35;Noreste
12107;11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;332,9074;4,2;33,3;Noroeste
12108;11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;341,2138;4;33,3;Cuyo
12109;11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;301,4209;2,1;27,4;Patagonia
12145;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;394,0186;1,7;45;Pampeana
12146;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;405,7954;0,7;52,1;Noreste
12147;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;408,5888;1,1;54;Noroeste
12148;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;390,6771;2,5;49,1;Cuyo
12149;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;370,2335;0,9;43,3;Patagonia
12150;01.2.1;Café, té, yerba y cacao;Clase;202010;413,2849;2,8;46,5;Pampeana
12151;01.2.1;Café, té, yerba y cacao;Clase;202010;447,5899;3,2;63,9;Noreste
12152;01.2.1;Café, té, yerba y cacao;Clase;202010;401,8873;3,9;46,7;Noroeste
12153;01.2.1;Café, té, yerba y cacao;Clase;202010;390,8425;5,1;40,7;Cuyo
12154;01.2.1;Café, té, yerba y cacao;Clase;202010;405,331;3,7;41,5;Patagonia
12155;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;354,6064;3,1;32,8;Pampeana
12156;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;345,7894;4,2;28,6;Noreste
12157;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;338,4438;1,6;29,4;Noroeste
12158;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;361,231;3,3;31,7;Cuyo
12159;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;366,6273;2,7;32,6;Patagonia
12186;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202010;313,6212;3,3;33;GBA
12206;11.1;Restaurantes y comidas fuera del hogar;Grupos;202010;312,8811;3,3;32,2;GBA
12214;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202010;359,8525;1,2;35,6;GBA
12215;01.2.1;Café, té, yerba y cacao;Clase;202010;382,5182;3,2;35,2;GBA
12216;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202010;321,2202;3,3;25,6;GBA
12275;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;340,5653;3,1;37,3;Pampeana
12276;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;333,3281;3,4;35,7;Noreste
12277;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;344,7358;3,6;33,7;Noroeste
12278;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;349,0667;2,4;33;Cuyo
12279;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;309,0001;2,2;26,6;Patagonia
12365;11.1;Restaurantes y comidas fuera del hogar;Grupos;202011;340,4487;3,1;36,9;Pampeana
12366;11.1;Restaurantes y comidas fuera del hogar;Grupos;202011;333,0085;3,4;35,3;Noreste
12367;11.1;Restaurantes y comidas fuera del hogar;Grupos;202011;344,7632;3,6;33,3;Noroeste
12368;11.1;Restaurantes y comidas fuera del hogar;Grupos;202011;349,3648;2,4;32,2;Cuyo
12369;11.1;Restaurantes y comidas fuera del hogar;Grupos;202011;308,0683;2,2;26;Patagonia
12405;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202011;400,7113;1,7;41,9;Pampeana
12406;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202011;414,3076;2,1;48,3;Noreste
12407;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202011;416,106;1,8;52,5;Noroeste
12408;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202011;400,5417;2,5;45,8;Cuyo
12409;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202011;382,2214;3,2;41;Patagonia
12410;01.2.1;Café, té, yerba y cacao;Clase;202011;430,7027;4,2;45,9;Pampeana
12411;01.2.1;Café, té, yerba y cacao;Clase;202011;472,7486;5,6;61,7;Noreste
12412;01.2.1;Café, té, yerba y cacao;Clase;202011;412,2763;2,6;43,5;Noroeste
12413;01.2.1;Café, té, yerba y cacao;Clase;202011;402,273;2,9;37;Cuyo
12414;01.2.1;Café, té, yerba y cacao;Clase;202011;419,3362;3,5;37,3;Patagonia
12415;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202011;365,2206;3;29,2;Pampeana
12416;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202011;354,8931;2,6;26,3;Noreste
12417;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202011;351,9085;4;31,2;Noroeste
12418;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202011;369,5978;2,3;26,8;Cuyo
12419;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202011;373,2689;1,8;28,3;Patagonia
12446;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202011;324,4805;3,5;33,5;GBA
12466;11.1;Restaurantes y comidas fuera del hogar;Grupos;202011;323,7975;3,5;32,8;GBA
12474;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202011;365,5663;1,6;32,4;GBA
12475;01.2.1;Café, té, yerba y cacao;Clase;202011;393,4126;2,8;34,4;GBA
12476;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202011;326,1416;1,5;22,1;GBA
12535;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202012;352,8094;3,6;37,9;Pampeana
12536;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202012;353,9476;6,2;39,1;Noreste
12537;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202012;356,6325;3,5;35,1;Noroeste
12538;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202012;367,3801;5,2;37;Cuyo
12539;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202012;316,7766;2,5;25,5;Patagonia
12625;11.1;Restaurantes y comidas fuera del hogar;Grupos;202012;352,2793;3,5;37,6;Pampeana
12626;11.1;Restaurantes y comidas fuera del hogar;Grupos;202012;353,6007;6,2;38,9;Noreste
12627;11.1;Restaurantes y comidas fuera del hogar;Grupos;202012;356,3791;3,4;34,8;Noroeste
12628;11.1;Restaurantes y comidas fuera del hogar;Grupos;202012;367,3138;5,1;36,4;Cuyo
12629;11.1;Restaurantes y comidas fuera del hogar;Grupos;202012;315,0345;2,3;24,7;Patagonia
12665;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202012;407,4197;1,7;36;Pampeana
12666;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202012;425,1192;2,6;42,6;Noreste
12667;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202012;428,4089;3;50;Noroeste
12668;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202012;407,3724;1,7;40,4;Cuyo
12669;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202012;388,2186;1,6;34,3;Patagonia
12670;01.2.1;Café, té, yerba y cacao;Clase;202012;443,6335;3;44;Pampeana
12671;01.2.1;Café, té, yerba y cacao;Clase;202012;492,7591;4,2;60,8;Noreste
12672;01.2.1;Café, té, yerba y cacao;Clase;202012;422,5946;2,5;43;Noroeste
12673;01.2.1;Café, té, yerba y cacao;Clase;202012;404,7694;0,6;33;Cuyo
12674;01.2.1;Café, té, yerba y cacao;Clase;202012;434,8742;3,7;36,6;Patagonia
12675;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202012;375,8545;2,9;26,9;Pampeana
12676;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202012;372,3288;4,9;28,4;Noreste
12677;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202012;367,7361;4,5;32,5;Noroeste
12678;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202012;385,7798;4,4;27,3;Cuyo
12679;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202012;388,0863;4;25,4;Patagonia
12706;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202012;342,5174;5,6;35,9;GBA
12726;11.1;Restaurantes y comidas fuera del hogar;Grupos;202012;341,1674;5,4;35,3;GBA
12734;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202012;367,802;0,6;27,3;GBA
12735;01.2.1;Café, té, yerba y cacao;Clase;202012;402,5629;2,3;31,7;GBA
12736;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202012;326,6002;0,1;18,8;GBA
12795;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202101;368,9803;4,6;38,9;Pampeana
12796;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202101;370,2358;4,6;36,6;Noreste
12797;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202101;381,3667;6,9;39,9;Noroeste
12798;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202101;392,7364;6,9;39,5;Cuyo
12799;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202101;329,1856;3,9;24,6;Patagonia
12885;11.1;Restaurantes y comidas fuera del hogar;Grupos;202101;366,1274;3,9;38,7;Pampeana
12886;11.1;Restaurantes y comidas fuera del hogar;Grupos;202101;368,2549;4,1;36,4;Noreste
12887;11.1;Restaurantes y comidas fuera del hogar;Grupos;202101;379,8312;6,6;39,8;Noroeste
12888;11.1;Restaurantes y comidas fuera del hogar;Grupos;202101;389,6867;6,1;39,3;Cuyo
12889;11.1;Restaurantes y comidas fuera del hogar;Grupos;202101;324,9787;3,2;23,8;Patagonia
12925;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202101;418,5903;2,7;31,5;Pampeana
12926;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202101;431,3976;1,5;32,4;Noreste
12927;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202101;434,286;1,4;40,3;Noroeste
12928;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202101;414,3308;1,7;31,2;Cuyo
12929;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202101;400,8575;3,3;31,4;Patagonia
12930;01.2.1;Café, té, yerba y cacao;Clase;202101;461,5895;4;37,1;Pampeana
12931;01.2.1;Café, té, yerba y cacao;Clase;202101;517,724;5,1;47,6;Noreste
12932;01.2.1;Café, té, yerba y cacao;Clase;202101;434,3221;2,8;35,9;Noroeste
12933;01.2.1;Café, té, yerba y cacao;Clase;202101;414,3357;2,4;24,4;Cuyo
12934;01.2.1;Café, té, yerba y cacao;Clase;202101;445,6116;2,5;29,8;Patagonia
12935;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202101;387,595;3,1;27,3;Pampeana
12936;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202101;377,1424;1,3;26,3;Noreste
12937;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202101;375,7243;2,2;32,7;Noroeste
12938;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202101;396,859;2,9;27,9;Cuyo
12939;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202101;396,7844;2,2;26,5;Patagonia
12966;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202101;362,4122;5,8;38;GBA
12986;11.1;Restaurantes y comidas fuera del hogar;Grupos;202101;357,6616;4,8;37,6;GBA
12994;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202101;367,6159;-0,1;19,4;GBA
12995;01.2.1;Café, té, yerba y cacao;Clase;202101;408,4392;1,5;24,7;GBA
12996;01.2.2;Aguas minerales, bebidas gaseosas y jugos;Clase;202101;335,9233;2,9;19,7;GBA
13055;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202102;388,2627;5,2;40,6;Pampeana
13056;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202102;391,6444;5,8;45,2;Noreste
13057;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202102;396,3368;3,9;42;Noroeste
13058;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202102;412,6131;5,1;44,2;Cuyo
13059;11;Restaurantes y hoteles;Nivel general y divisiones COICOP;202102;346,4601;5,2;30,3;Patagonia
13145;11.1;Restaurantes y comidas fuera del hogar;Grupos;202102;386,6277;5,6;40,6;Pampeana
13146;11.1;Restaurantes y comidas fuera del hogar;Grupos;202102;390,5716;6,1;45,3;Noreste
13147;11.1;Restaurantes y comidas fuera del hogar;Grupos;202102;395,4773;4,1;42;Noroeste
13148;11.1;Restaurantes y comidas fuera del hogar;Grupos;202102;411,3943;5,6;44,4;Cuyo
13149;11.1;Restaurantes y comidas fuera del hogar;Grupos;202102;343,412;5,7;29,8;Patagonia
13185;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202102;429,1306;2,5;28;Pampeana
13186;01.1.8;Azúcar, dulces, chocolate, golosinas, etc.;Clase;202102;444,6014;3,1;25,2;Noreste
